url,Dun,anto,adrien,ethan
https://ftw.usatoday.com/2023/11/taylor-swift-electric-travis-kelce-argentina-message,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swifts-love-story-singing-video,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-map-meme-halloween-costume-reaction,Positive,Positive,,Positive
https://ftw.usatoday.com/lists/reputation-taylors-version-theories-taylor-swift-10-november-glitch,,,Neutral,
https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-cbs-tv-graphic-stats-video-reaction-fans-attendance,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/taylor-swift-travis-kelce-golf-cart-photos-chiefs-afterparty,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/taylor-swift-travis-kelce-friendship-bracelet-chiefs,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swifts-eras-tour-argentina-reports,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-kansas-city-chiefs-tiktok-video-reaction,,,Neutral,
https://ftw.usatoday.com/lists/travis-kelce-philosophical-tweet-2012-taylor-swift-fans-jokes-reaction-twitter,,,Neutral,
https://ftw.usatoday.com/2023/11/peyton-manning-luke-bryan-cma-awards-joke-jets-taylor-swift,,,Neutral,
https://ftw.usatoday.com/2023/10/taylor-swift-jack-black-sag-aftra-anti-hero-video,,,Positive,
https://ftw.usatoday.com/2023/11/nc-state-football-payton-wilson-taylor-swift-postseason-awards,,,Positive,
https://ftw.usatoday.com/2023/11/oklahoma-state-oklahoma-trolling-bedlam-rivalry-game-taylor-swift-song-college-football,,,Positive,
https://ftw.usatoday.com/2023/10/taylor-swift-rob-gronkowski-nfl-broadcasts-kay-adams,,,Positive,
https://ftw.usatoday.com/2023/11/travis-kelce-jason-christmas-song-taylor-swift-spotify,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-eras-tour-weather-buenos-aires-argentina,,,Positive,
https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-halloween-costumes-2023-tiktok,,,Positive,
https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-stats-podcast-jason-new-heights,Positive,Positive,,Positive
https://ftw.usatoday.com/lists/eagles-chiefs-super-bowl-rematch-taylor-swift-betting-calendar,Positive,Positive,,Neutral
https://ftw.usatoday.com/2023/11/taylor-swift-outfit-eras-tour-pink-jacket-barbie-meme,,,Positive,
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-germany-jokingly-blames-oddsmakers,,,Neutral,
https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-hand-holding-football-photos,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/donna-kelce-taylor-swift-eras-tour-movie-chiefs-eagles-travis-kelce,Positive,Positive,,Positive
https://ftw.usatoday.com/lists/chiefs-broncos-stadium-music-taylor-swift-shake-it-off-video-reaction,Negative,Negative,,Positive
https://ftw.usatoday.com/2023/10/travis-kelce-chiefs-micd-up-chargers-video,,,Neutral,
https://ftw.usatoday.com/2023/11/travis-kelce-karma-taylor-swift-lyrics-reaction-videos,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/kansas-city-chiefs-taylor-swift-travis-kelce-morgan-freeman-reaction,,,Neutral,
https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-boyfriend-video-chiefs,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/travis-jason-kelce-song-fairtytale-of-philadelphia-video,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/why-travis-kelce-germany-chiefs-game-dolphins-explained-taylor-swift,Neutral,Neutral,,Positive
https://ftw.usatoday.com/lists/celebrity-halloween-costumes-2023,,,Positive,
https://ftw.usatoday.com/2023/11/nfl-frankfurt-germany-dolphins-chiefs-referee-german,,,Positive,
https://ftw.usatoday.com/2023/11/jason-kelce-travis-people-sexiest-man-alive-quote,Neutral,Neutral,,Positive
https://ftw.usatoday.com/2023/11/people-sexiest-man-alive-travis-kelce-jason-kelce,Neutral,Neutral,,Positive
https://ftw.usatoday.com/lists/dolphins-coach-mike-mcdaniel-halloween-costume-reaction-video,,,Positive,
https://ftw.usatoday.com/2023/10/eagles-tush-push-play-rules-banned-no,Neutral,Neutral,,Positive
https://ftw.usatoday.com/lists/nfl-week-8-awards-brock-purdy-critics-right-49ers-bengals,Negative,Negative,,Positive
https://ftw.usatoday.com/lists/5-wildest-nfl-betting-moments-so-far-2023,Neutral,Neutral,,Positive
https://ftw.usatoday.com/lists/dolly-parton-covers-songs-that-should-exist,,,Positive,
https://ftw.usatoday.com/2023/10/texas-rangers-world-series-astros,,,Positive,
https://ftw.usatoday.com/2023/11/giannis-anetetokounmpo-ejection-pistons-bucks-nba-refs,,,Positive,
https://ftw.usatoday.com/2023/11/sean-payton-denver-broncos-bills-turnaround,,,Positive,
https://ftw.usatoday.com/2023/11/giants-daniel-jones-injury-torn-acl,,,Positive,
